iter	Logloss
421	0.2267587891
422	0.2266807822
423	0.2266078798
424	0.2265521834
425	0.2264782256
426	0.2264159225
427	0.2263200045
428	0.2260998021
429	0.2260310549
430	0.2259659177
431	0.2259227333
432	0.2258861079
433	0.2258279361
434	0.2257896381
435	0.2257300961
436	0.22566036
437	0.2255760209
438	0.2255125276
439	0.2254380167
440	0.2253550533
441	0.2253237375
442	0.2252598031
443	0.2252157659
444	0.2251501335
445	0.2251084789
446	0.2250412527
447	0.2249816172
448	0.224907267
449	0.2248437551
450	0.2247693217
451	0.2246701354
452	0.2245964487
453	0.2245723509
454	0.2245065717
455	0.2244733961
456	0.2244160333
457	0.2243573842
458	0.2243480192
459	0.2242676084
460	0.2241966483
461	0.2241456833
462	0.2240569533
463	0.2239835518
464	0.2239254384
465	0.2238835488
466	0.2238317645
467	0.2237853146
468	0.2236967102
469	0.2236372979
470	0.2235233808
471	0.2234812156
472	0.2234263634
473	0.2233686168
474	0.2233340779
475	0.2232897076
476	0.2231925491
477	0.2231300337
478	0.2230365339
479	0.2229722096
480	0.2228814814
481	0.2227037451
482	0.2226417559
483	0.2225593609
484	0.2224843371
485	0.2224210369
486	0.2223693165
487	0.2223193374
488	0.2222551746
489	0.2222040686
490	0.2221051625
491	0.2220684616
492	0.222017425
493	0.2219579017
494	0.2218910229
495	0.2218344992
496	0.2217635023
497	0.2217230931
498	0.2216626077
499	0.2215866272
500	0.2215449779
501	0.2214536026
502	0.221398073
503	0.2213052816
504	0.2212429382
505	0.2211802972
506	0.2211254219
507	0.2210615195
508	0.2209498701
509	0.2208791631
510	0.2208482066
511	0.2208092198
512	0.2207517956
513	0.2206703803
514	0.2206014232
515	0.2205257632
516	0.2204463889
517	0.2203886343
518	0.2203144933
519	0.2202224545
520	0.220169251
521	0.2200714425
522	0.2199915882
523	0.2199493534
524	0.2198960697
525	0.2198399538
526	0.2197736329
527	0.219701257
528	0.219674725
529	0.2196227437
530	0.2195832837
531	0.2194985649
532	0.2194360539
533	0.2193614633
534	0.219274378
535	0.2192111655
536	0.2191245377
537	0.2190629118
538	0.2190070099
539	0.2189448724
540	0.2189068076
541	0.2188264372
542	0.2187566999
543	0.2186932114
544	0.2185901499
545	0.2185204573
546	0.2184506723
547	0.2183932097
548	0.2183341193
549	0.2182314434
550	0.2181435268
551	0.2180583455
552	0.2179786407
553	0.2179365637
554	0.2178612927
555	0.217782941
556	0.2177013973
557	0.2176518772
558	0.2175879122
559	0.2175327419
560	0.2174587916
561	0.2174201669
562	0.2173654333
563	0.2173122082
564	0.2172563067
565	0.217168641
566	0.2171358023
567	0.2170785192
568	0.217029453
569	0.2169521507
570	0.2168934047
571	0.2168419404
572	0.2167818672
573	0.2167425279
574	0.216700198
575	0.2166136669
576	0.2165586215
577	0.2164900691
578	0.216436791
579	0.2163691157
580	0.216350315
581	0.2163017436
582	0.2162333115
583	0.2161830654
584	0.2161287743
585	0.2160661744
586	0.2160062329
587	0.215918209
588	0.215839144
589	0.2157531993
590	0.2156749453
591	0.2156081036
592	0.2155514128
593	0.2154851159
594	0.2154087842
595	0.2153829576
596	0.2153324732
597	0.2152613412
598	0.2152416777
599	0.2151989897
600	0.215170807
601	0.2151006001
602	0.2150133464
603	0.2149662337
604	0.2149155852
605	0.2148117648
606	0.2147677008
607	0.2147338751
608	0.2146992869
609	0.2146361914
610	0.2145469745
611	0.2145285903
612	0.2144907849
613	0.2144324061
614	0.2143821943
615	0.2143090796
616	0.2142757166
617	0.2142535286
618	0.2142040031
619	0.2141614429
620	0.2140910634
621	0.2140210549
622	0.2139606546
623	0.2138934795
624	0.2138368581
625	0.2137670659
626	0.213712193
627	0.2136644663
628	0.2136196346
629	0.2135578534
630	0.2134905759
631	0.2134366737
632	0.2133804135
633	0.2133305462
634	0.2131527278
635	0.2131014789
636	0.2130221242
637	0.2129588399
638	0.2129255832
639	0.2128790047
640	0.2128344605
641	0.2127817011
642	0.212726184
643	0.2126714147
644	0.2126234589
645	0.2125494402
646	0.2125383291
647	0.2124803298
648	0.2124086456
649	0.2123337003
650	0.2122621882
651	0.2122046425
652	0.2121745232
653	0.2121011805
654	0.212050289
655	0.2119619749
656	0.2119176627
657	0.2118854318
658	0.2117400326
659	0.2116871497
660	0.2116303207
661	0.211528784
662	0.2114472651
663	0.211396355
664	0.2113521917
665	0.2113094102
666	0.2112658324
667	0.2112029485
668	0.211143504
669	0.2110725896
670	0.2109858888
671	0.210907637
672	0.2108509181
673	0.2108074295
674	0.2107575654
675	0.2106808851
676	0.2106286362
677	0.2105544918
678	0.2104996907
679	0.2104499778
680	0.2103969363
681	0.2103770933
682	0.2103070827
683	0.2102455939
684	0.2101373373
685	0.2100663421
686	0.2099934787
687	0.2099496761
688	0.2098885253
689	0.2098200714
690	0.2097776715
691	0.2097170278
692	0.2096514789
693	0.209589174
694	0.209506633
695	0.2094835716
696	0.2094132007
697	0.2093713234
698	0.2093346405
699	0.2092957947
700	0.209249291
701	0.2092309934
702	0.2091560137
703	0.2091035503
704	0.2090312266
705	0.2089831208
706	0.2089357783
707	0.2088976748
708	0.2088095112
709	0.2087524173
710	0.2086968646
711	0.2086465155
712	0.2086114493
713	0.2085349974
714	0.2084867036
715	0.2084242243
716	0.2083896538
717	0.2083526972
718	0.2083195755
719	0.2082459832
720	0.2081499626
721	0.2080640417
722	0.2080220006
723	0.2079721466
724	0.2079164192
725	0.2078632659
726	0.2078300814
727	0.2077880417
728	0.2077696067
729	0.2077379394
730	0.2076818899
731	0.2076260065
732	0.207572391
733	0.2075213579
734	0.207435694
735	0.2073735213
736	0.2073300507
737	0.2072635402
738	0.2072068567
739	0.2071388437
740	0.2070814843
741	0.2070382823
742	0.2069886083
743	0.2068909524
744	0.2068459663
745	0.2067863009
746	0.2067320839
747	0.2066733405
748	0.2065956921
749	0.2065416026
750	0.2064768216
751	0.2064332344
752	0.2063843882
753	0.2063439508
754	0.2062666498
755	0.2062025397
756	0.2061667768
757	0.2061219153
758	0.20609236
759	0.2060307687
760	0.205953193
761	0.2058901748
762	0.2058275565
763	0.2057824758
764	0.2057346577
765	0.2056690226
766	0.2056142548
767	0.2055958726
768	0.2055426036
769	0.2054910903
770	0.205459216
771	0.2053957022
772	0.2053236573
773	0.2052683541
774	0.2052136734
775	0.2051979809
776	0.2051584851
777	0.2050895483
778	0.2050338352
779	0.2049776492
780	0.2049352239
781	0.2048895324
782	0.2048323013
783	0.2047923794
784	0.2047347682
785	0.2046714223
786	0.2046242013
787	0.2045874129
788	0.2045793745
789	0.2045121657
790	0.204490029
791	0.2044252647
792	0.2043770914
793	0.2043208554
794	0.2042416763
795	0.2041749139
796	0.2041431873
797	0.2040628231
798	0.2039978982
799	0.2039525626
800	0.2038921791
801	0.2038341691
802	0.2037960978
803	0.203730155
804	0.2036803185
805	0.2036130373
806	0.2035701248
807	0.2035206389
808	0.2034525252
809	0.2033750528
810	0.2033455267
811	0.2032821176
812	0.2031991862
813	0.2031593553
814	0.2031079905
815	0.2030682869
816	0.2029817096
817	0.2029311445
818	0.2028909194
819	0.2028343479
820	0.2027896875
821	0.202752392
822	0.2027388518
823	0.2027089088
824	0.2026858543
825	0.2026365243
826	0.2026192824
827	0.202546346
828	0.2025058061
829	0.2024396653
830	0.2023947412
831	0.2023404424
832	0.2023192078
833	0.2022786047
834	0.2022128056
835	0.2021580837
836	0.2021116993
837	0.2020641208
838	0.2019947363
839	0.201938282
840	0.2018851508
841	0.2018412057
842	0.2018033132
843	0.2017352119
844	0.2016854363
845	0.2016454119
846	0.2015958027
847	0.2015380991
848	0.2014791723
849	0.2014336261
850	0.2013923253
851	0.2013413564
852	0.2013005302
853	0.2012338895
854	0.2011648637
855	0.2011440958
856	0.2011013631
857	0.201062313
858	0.2010141897
859	0.2009462286
860	0.2008974362
861	0.2008415671
862	0.2007843059
863	0.200734306
864	0.2006757944
865	0.2006257366
866	0.2005987518
867	0.2005428066
868	0.2005127626
869	0.2004650459
870	0.2004323329
871	0.2003891337
872	0.2003344292
873	0.2002861777
874	0.2002433054
875	0.2002125057
876	0.2001818186
877	0.2001381694
878	0.200063764
879	0.2000396867
880	0.1999971196
881	0.1999299332
882	0.1998655467
883	0.1998184835
884	0.1997887144
885	0.1997350921
886	0.1996936482
887	0.1996334505
888	0.1995782443
889	0.1995330006
890	0.1994774241
891	0.1994389003
892	0.199396261
893	0.1993492701
894	0.199287205
895	0.1992042183
896	0.1991265019
897	0.1990735997
898	0.1990247563
899	0.1989899077
900	0.1989485001
901	0.1989176748
902	0.1988767129
903	0.1988262722
904	0.1987716988
905	0.1987189059
906	0.1986625164
907	0.1985869635
908	0.1985274735
909	0.1984852861
910	0.1984070746
911	0.198366449
912	0.1983255169
913	0.1982642477
914	0.1982212589
915	0.1981693473
916	0.1980949078
917	0.1980176956
918	0.1979619299
919	0.1979210847
920	0.1978560264
921	0.1977894046
922	0.1977381116
923	0.1976785641
924	0.1976280093
925	0.1976242048
926	0.1975839304
927	0.1975359679
928	0.1974888815
929	0.1974455611
930	0.197386067
931	0.1973526624
932	0.1973052428
933	0.1972510879
934	0.1972324704
935	0.1971646475
936	0.197097887
937	0.1970245344
938	0.1969841208
939	0.1969468163
940	0.1969013877
941	0.1968396754
942	0.1967786198
943	0.1967207041
944	0.1966768157
945	0.1966352867
946	0.1965849055
947	0.1965119108
948	0.1964541107
949	0.1964126424
950	0.1963647238
951	0.1963289598
952	0.1962802349
953	0.1962192253
954	0.1961710898
955	0.1961255681
956	0.1960688219
957	0.1960300016
958	0.1959315351
959	0.1958841023
960	0.1958450615
961	0.1957904115
962	0.1957340714
963	0.1957115492
964	0.1956710166
965	0.1956128041
966	0.1955597035
967	0.1955165293
968	0.1954750588
969	0.1954406835
970	0.1954002472
971	0.1953695264
972	0.1953292465
973	0.1952853187
974	0.1952362745
975	0.1951718563
976	0.1951038062
977	0.1950670337
978	0.1950175498
979	0.1949850905
980	0.1949458429
981	0.1948756907
982	0.1948411195
983	0.1947990005
984	0.1947442661
985	0.1947220926
986	0.194702
987	0.1946534772
988	0.1946178498
989	0.1945568466
990	0.1944952352
991	0.1944324884
992	0.1943778896
993	0.1943086008
994	0.1942640413
995	0.1942269116
996	0.1941844186
997	0.1941338936
998	0.1940886706
999	0.1940573804
